datetime,epic,offer,bid
12/27/2021 20:00,CC.D.CL.UMA.IP,7541.9,7539.1
12/28/2021 0:00,CC.D.CL.UMA.IP,7571.1,7568.3
12/28/2021 4:00,CC.D.CL.UMA.IP,7566.2,7563.4
12/28/2021 8:00,CC.D.CL.UMA.IP,7547.5,7544.7
12/28/2021 12:00,CC.D.CL.UMA.IP,7655.8,7653
12/28/2021 16:00,CC.D.CL.UMA.IP,7590.8,7588
12/28/2021 20:00,CC.D.CL.UMA.IP,7580.1,7577.3
12/29/2021 0:00,CC.D.CL.UMA.IP,7600.4,7597.6
12/29/2021 4:00,CC.D.CL.UMA.IP,7586.5,7583.7
12/29/2021 8:00,CC.D.CL.UMA.IP,7603.5,7600.7
12/29/2021 12:00,CC.D.CL.UMA.IP,7543.5,7540.7
12/29/2021 16:00,CC.D.CL.UMA.IP,7693.5,7690.7
12/29/2021 20:00,CC.D.CL.UMA.IP,7631.3,7628.5
12/30/2021 0:00,CC.D.CL.UMA.IP,7644.5,7641.7
12/30/2021 4:00,CC.D.CL.UMA.IP,7667.9,7665.1
12/30/2021 8:00,CC.D.CL.UMA.IP,7611,7608.2
12/30/2021 12:00,CC.D.CL.UMA.IP,7600.2,7597.4
12/30/2021 16:00,CC.D.CL.UMA.IP,7677.4,7674.6
12/30/2021 20:00,CC.D.CL.UMA.IP,7654.9,7652.1
12/31/2021 0:00,CC.D.CL.UMA.IP,7620,7617.2
12/31/2021 4:00,CC.D.CL.UMA.IP,7646.8,7644
12/31/2021 8:00,CC.D.CL.UMA.IP,7680.9,7678.1
12/31/2021 12:00,CC.D.CL.UMA.IP,7578.9,7576.1
12/31/2021 16:00,CC.D.CL.UMA.IP,7606.8,7604
12/31/2021 20:00,CC.D.CL.UMA.IP,7523.8,7521
1/1/2022 0:00,CC.D.CL.UMA.IP,7532.6,7522.6
12/27/2021 0:00,CC.D.LCO.UMA.IP,7618.9,7608.9
12/27/2021 4:00,CC.D.LCO.UMA.IP,7611.8,7609
12/27/2021 8:00,CC.D.LCO.UMA.IP,7570.4,7567.6
12/27/2021 12:00,CC.D.LCO.UMA.IP,7569.4,7566.6
12/27/2021 16:00,CC.D.LCO.UMA.IP,7840.8,7838
12/27/2021 20:00,CC.D.LCO.UMA.IP,7820.4,7817.6
12/28/2021 0:00,CC.D.LCO.UMA.IP,7866.8,7856.8
12/28/2021 4:00,CC.D.LCO.UMA.IP,7833.5,7830.7
12/28/2021 8:00,CC.D.LCO.UMA.IP,7814.3,7811.5
12/28/2021 12:00,CC.D.LCO.UMA.IP,7927.1,7924.3
12/28/2021 16:00,CC.D.LCO.UMA.IP,7876.3,7873.5
12/28/2021 20:00,CC.D.LCO.UMA.IP,7866.1,7863.3
12/29/2021 0:00,CC.D.LCO.UMA.IP,7890.5,7880.5
12/29/2021 4:00,CC.D.LCO.UMA.IP,7875.2,7872.4
12/29/2021 8:00,CC.D.LCO.UMA.IP,7893.9,7891.1
12/29/2021 12:00,CC.D.LCO.UMA.IP,7844.2,7841.4
12/29/2021 16:00,CC.D.LCO.UMA.IP,7971,7968.2
12/29/2021 20:00,CC.D.LCO.UMA.IP,7912.3,7909.5
12/30/2021 0:00,CC.D.LCO.UMA.IP,7925.7,7915.7
12/30/2021 4:00,CC.D.LCO.UMA.IP,7942.9,7940.1
12/30/2021 8:00,CC.D.LCO.UMA.IP,7885.8,7883
12/30/2021 12:00,CC.D.LCO.UMA.IP,7876,7873.2
12/30/2021 16:00,CC.D.LCO.UMA.IP,7952.2,7949.4
12/30/2021 20:00,CC.D.LCO.UMA.IP,7925.4,7922.6
12/31/2021 0:00,CC.D.LCO.UMA.IP,7912.9,7902.9
12/31/2021 4:00,CC.D.LCO.UMA.IP,7918.4,7915.6
12/31/2021 8:00,CC.D.LCO.UMA.IP,7952.6,7949.8
12/31/2021 12:00,CC.D.LCO.UMA.IP,7854.9,7852.1
12/31/2021 16:00,CC.D.LCO.UMA.IP,7881.4,7878.6
12/31/2021 20:00,CC.D.LCO.UMA.IP,7792.3,7782.3
1/3/2022 0:00,CC.D.CL.UMA.IP,7565.7,7562.9
1/3/2022 4:00,CC.D.CL.UMA.IP,7565,7562.2
1/3/2022 8:00,CC.D.CL.UMA.IP,7582.8,7580
1/3/2022 12:00,CC.D.CL.UMA.IP,7566.5,7563.7
1/3/2022 16:00,CC.D.CL.UMA.IP,7554.1,7551.3
1/3/2022 20:00,CC.D.CL.UMA.IP,7597.2,7594.4
1/4/2022 0:00,CC.D.CL.UMA.IP,7584.5,7581.7
1/4/2022 4:00,CC.D.CL.UMA.IP,7611,7608.2
1/4/2022 8:00,CC.D.CL.UMA.IP,7589.1,7586.3
1/4/2022 12:00,CC.D.CL.UMA.IP,7617.5,7614.7
1/4/2022 16:00,CC.D.CL.UMA.IP,7706.9,7704.1
1/4/2022 20:00,CC.D.CL.UMA.IP,7683.1,7680.3
1/5/2022 0:00,CC.D.CL.UMA.IP,7689.8,7687
1/5/2022 4:00,CC.D.CL.UMA.IP,7670.6,7667.8
1/5/2022 8:00,CC.D.CL.UMA.IP,7683.8,7681
1/5/2022 12:00,CC.D.CL.UMA.IP,7686.1,7683.3
1/5/2022 16:00,CC.D.CL.UMA.IP,7807,7804.2
1/5/2022 20:00,CC.D.CL.UMA.IP,7741.4,7738.6
1/3/2022 0:00,CC.D.LCO.UMA.IP,7834.9,7832.1
1/3/2022 4:00,CC.D.LCO.UMA.IP,7829.7,7826.9
1/3/2022 8:00,CC.D.LCO.UMA.IP,7849.7,7846.9
1/3/2022 12:00,CC.D.LCO.UMA.IP,7845.5,7842.7
1/3/2022 16:00,CC.D.LCO.UMA.IP,7848.5,7845.7
1/3/2022 20:00,CC.D.LCO.UMA.IP,7893.4,7890.6
1/4/2022 0:00,CC.D.LCO.UMA.IP,7889.8,7879.8
1/4/2022 4:00,CC.D.LCO.UMA.IP,7911.8,7909
1/4/2022 8:00,CC.D.LCO.UMA.IP,7889.6,7886.8
1/4/2022 12:00,CC.D.LCO.UMA.IP,7921.1,7918.3
1/4/2022 16:00,CC.D.LCO.UMA.IP,8005.3,8002.5
1/4/2022 20:00,CC.D.LCO.UMA.IP,7989.5,7986.7
1/5/2022 0:00,CC.D.LCO.UMA.IP,8011.2,8001.2
1/5/2022 4:00,CC.D.LCO.UMA.IP,7976.7,7973.9
1/5/2022 8:00,CC.D.LCO.UMA.IP,7994.1,7991.3
1/5/2022 12:00,CC.D.LCO.UMA.IP,7998.6,7995.8
1/5/2022 16:00,CC.D.LCO.UMA.IP,8114.9,8112.1
1/5/2022 20:00,CC.D.LCO.UMA.IP,8048.5,8045.7
01/06/2022 01:03:00,CC.D.CL.UMA.IP,7720.60,7717.80
01/06/2022 01:03:00,CC.D.LCO.UMA.IP,8024.10,8021.30
01/06/2022 05:02:00,CC.D.CL.UMA.IP,7657.50,7654.70
01/06/2022 05:02:00,CC.D.LCO.UMA.IP,7955.90,7953.10
01/06/2022 09:02:00,CC.D.CL.UMA.IP,7748.00,7745.20
01/06/2022 09:02:00,CC.D.LCO.UMA.IP,8050.00,8047.20
01/06/2022 13:02:00,CC.D.CL.UMA.IP,7872.50,7869.70
01/06/2022 13:02:00,CC.D.LCO.UMA.IP,8170.50,8167.70
01/06/2022 17:02:00,CC.D.CL.UMA.IP,7960.10,7957.30
01/06/2022 17:02:00,CC.D.LCO.UMA.IP,8237.10,8234.30
01/06/2022 21:02:00,CC.D.CL.UMA.IP,7913.70,7910.90
01/06/2022 21:02:00,CC.D.LCO.UMA.IP,8179.10,8176.30
01/07/2022 01:02:00,CC.D.CL.UMA.IP,7931.40,7928.60
01/07/2022 01:02:00,CC.D.LCO.UMA.IP,8195.10,8192.30
01/07/2022 05:02:00,CC.D.CL.UMA.IP,7969.80,7967.00
01/07/2022 05:02:00,CC.D.LCO.UMA.IP,8237.50,8234.70
01/07/2022 09:02:00,CC.D.CL.UMA.IP,7949.40,7946.60
01/07/2022 09:02:00,CC.D.LCO.UMA.IP,8224.60,8221.80
01/07/2022 13:02:00,CC.D.CL.UMA.IP,7958.60,7955.80
01/07/2022 13:02:00,CC.D.LCO.UMA.IP,8239.40,8236.60
01/07/2022 17:02:00,CC.D.CL.UMA.IP,7859.00,7856.20
01/07/2022 17:02:00,CC.D.LCO.UMA.IP,8152.50,8149.70
01/07/2022 21:02:00,CC.D.CL.UMA.IP,7868.40,7865.60
01/07/2022 21:02:00,CC.D.LCO.UMA.IP,8165.80,8163.00
01/10/2022 01:02:00,CC.D.CL.UMA.IP,7818.00,7815.20
01/10/2022 01:02:00,CC.D.LCO.UMA.IP,8116.10,8113.30
01/10/2022 05:02:00,CC.D.CL.UMA.IP,7871.60,7868.80
01/10/2022 05:02:00,CC.D.LCO.UMA.IP,8168.10,8165.30
01/10/2022 09:02:00,CC.D.CL.UMA.IP,7855.30,7852.50
01/10/2022 09:02:00,CC.D.LCO.UMA.IP,8149.70,8146.90
01/10/2022 13:02:00,CC.D.CL.UMA.IP,7789.20,7786.40
01/10/2022 13:02:00,CC.D.LCO.UMA.IP,8090.00,8087.20
01/10/2022 17:02:00,CC.D.CL.UMA.IP,7807.80,7805.00
01/10/2022 17:02:00,CC.D.LCO.UMA.IP,8093.90,8091.10
01/10/2022 21:02:00,CC.D.CL.UMA.IP,7801.20,7798.40
01/10/2022 21:02:00,CC.D.LCO.UMA.IP,8074.90,8072.10
01/11/2022 01:02:00,CC.D.CL.UMA.IP,7815.10,7812.30
01/11/2022 01:02:00,CC.D.LCO.UMA.IP,8087.80,8085.00
01/11/2022 05:02:00,CC.D.CL.UMA.IP,7834.20,7831.40
01/11/2022 05:02:00,CC.D.LCO.UMA.IP,8102.30,8099.50
01/11/2022 09:02:00,CC.D.CL.UMA.IP,7878.40,7875.60
01/11/2022 09:02:00,CC.D.LCO.UMA.IP,8151.70,8148.90
01/11/2022 13:02:00,CC.D.CL.UMA.IP,7900.60,7897.80
01/11/2022 13:02:00,CC.D.LCO.UMA.IP,8174.00,8171.20
01/11/2022 17:02:00,CC.D.CL.UMA.IP,8070.40,8067.60
01/11/2022 17:02:00,CC.D.LCO.UMA.IP,8330.60,8327.80
01/11/2022 21:02:00,CC.D.CL.UMA.IP,8096.80,8094.00
01/11/2022 21:02:00,CC.D.LCO.UMA.IP,8347.20,8344.40
01/12/2022 01:02:00,CC.D.CL.UMA.IP,8103.60,8100.80
01/12/2022 01:02:00,CC.D.LCO.UMA.IP,8360.10,8357.30
01/12/2022 05:02:00,CC.D.CL.UMA.IP,8077.30,8074.50
01/12/2022 05:02:00,CC.D.LCO.UMA.IP,8334.50,8331.70
01/12/2022 09:02:00,CC.D.CL.UMA.IP,8128.80,8126.00
01/12/2022 09:02:00,CC.D.LCO.UMA.IP,8382.20,8379.40
01/12/2022 13:02:00,CC.D.CL.UMA.IP,8113.40,8110.60
01/12/2022 13:02:00,CC.D.LCO.UMA.IP,8365.00,8362.20
01/12/2022 17:02:00,CC.D.CL.UMA.IP,8237.90,8235.10
01/12/2022 17:02:00,CC.D.LCO.UMA.IP,8468.10,8465.30
01/12/2022 21:02:00,CC.D.CL.UMA.IP,8221.30,8218.50
01/12/2022 21:02:00,CC.D.LCO.UMA.IP,8438.40,8435.60
01/13/2022 01:02:00,CC.D.CL.UMA.IP,8236.50,8233.70
01/13/2022 01:02:00,CC.D.LCO.UMA.IP,8458.00,8455.20
01/13/2022 05:02:00,CC.D.CL.UMA.IP,8193.10,8190.30
01/13/2022 05:02:00,CC.D.LCO.UMA.IP,8416.10,8413.30
01/13/2022 09:02:00,CC.D.CL.UMA.IP,8216.50,8213.70
01/13/2022 09:02:00,CC.D.LCO.UMA.IP,8444.80,8442.00
01/13/2022 13:02:00,CC.D.CL.UMA.IP,8180.20,8177.40
01/13/2022 13:02:00,CC.D.LCO.UMA.IP,8415.40,8412.60
01/13/2022 17:02:00,CC.D.CL.UMA.IP,8216.80,8214.00
01/13/2022 17:02:00,CC.D.LCO.UMA.IP,8450.00,8447.20
01/13/2022 21:02:00,CC.D.CL.UMA.IP,8111.00,8108.20
01/13/2022 21:02:00,CC.D.LCO.UMA.IP,8357.90,8355.10
01/14/2022 01:02:00,CC.D.CL.UMA.IP,8131.00,8128.20
01/14/2022 01:02:00,CC.D.LCO.UMA.IP,8378.20,8374.20
01/14/2022 05:02:00,CC.D.CL.UMA.IP,8149.60,8146.80
01/14/2022 05:02:00,CC.D.LCO.UMA.IP,8407.20,8404.40
01/14/2022 09:02:00,CC.D.CL.UMA.IP,8221.70,8218.90
01/14/2022 09:02:00,CC.D.LCO.UMA.IP,8485.60,8482.80
01/14/2022 13:02:00,CC.D.CL.UMA.IP,8184.40,8181.60
01/14/2022 13:02:00,CC.D.LCO.UMA.IP,8452.50,8449.70
01/14/2022 17:02:00,CC.D.CL.UMA.IP,8258.80,8256.00
01/14/2022 17:02:00,CC.D.LCO.UMA.IP,8495.40,8492.60
01/14/2022 21:02:00,CC.D.CL.UMA.IP,8378.00,8375.20
01/14/2022 21:02:00,CC.D.LCO.UMA.IP,8605.10,8602.30
01/17/2022 01:02:00,CC.D.CL.UMA.IP,8379.10,8376.30
01/17/2022 01:02:00,CC.D.LCO.UMA.IP,8603.50,8599.50
01/17/2022 05:02:00,CC.D.CL.UMA.IP,8358.30,8355.50
01/17/2022 05:02:00,CC.D.LCO.UMA.IP,8577.00,8574.20
01/17/2022 09:02:00,CC.D.CL.UMA.IP,8346.10,8343.30
01/17/2022 09:02:00,CC.D.LCO.UMA.IP,8559.30,8556.50
01/17/2022 13:02:00,CC.D.CL.UMA.IP,8332.00,8329.20
01/17/2022 13:02:00,CC.D.LCO.UMA.IP,8548.50,8545.70
01/17/2022 17:02:00,CC.D.CL.UMA.IP,8370.10,8367.30
01/17/2022 17:02:00,CC.D.LCO.UMA.IP,8597.70,8594.90
01/17/2022 21:02:00,CC.D.CL.UMA.IP,8383.50,8373.50
01/17/2022 21:02:00,CC.D.LCO.UMA.IP,8616.20,8613.40
01/18/2022 01:02:00,CC.D.CL.UMA.IP,8376.50,8373.70
01/18/2022 01:02:00,CC.D.LCO.UMA.IP,8610.70,8607.90
01/18/2022 05:02:00,CC.D.CL.UMA.IP,8440.30,8437.50
01/18/2022 05:02:00,CC.D.LCO.UMA.IP,8687.50,8684.70
01/18/2022 09:02:00,CC.D.CL.UMA.IP,8445.00,8442.20
01/18/2022 09:02:00,CC.D.LCO.UMA.IP,8689.90,8687.10
01/18/2022 13:02:00,CC.D.CL.UMA.IP,8450.70,8447.90
01/18/2022 13:02:00,CC.D.LCO.UMA.IP,8695.30,8692.50
